,.id,synsetOffset,lexFilenum,lexFileName,pos,posName,wCnt,words,pCnt,pointers,frames,gloss
121,noun,00007846,03,unique beginner for nouns,n,Noun,6,person 0 individual 0 someone 0 somebody 0 mortal 0 soul 0,411,@ 00004475 n 0000 @ 00007347 n 0000 #m 07942152 n 0000 + 01557614 a 0501 + 00388065 v 0203 + 04618781 n 0101 + 00727573 v 0101 %p 04617562 n 0000 %p 05217168 n 0000 ~ 09604981 n 0000 ~ 09605289 n 0000 ~ 09606009 n 0000 ~ 09606527 n 0000 ~ 09607280 n 0000 ~ 09607630 n 0000 ~ 09609232 n 0000 ~ 09609561 n 0000 ~ 09609871 n 0000 ~ 09610255 n 0000 ~ 09610405 n 0000 ~ 09610660 n 0000 ~ 09613191 n 0000 ~ 09614047 n 0000 ~ 09614315 n 0000 ~ 09615465 n 0000 ~ 09615807 n 0000 ~ 09616922 n 0000 ~ 09617696 n 0000 ~ 09617867 n 0000 ~ 09618957 n 0000 ~ 09619168 n 0000 ~ 09619824 n 0000 ~ 09620078 n 0000 ~ 09620794 n 0000 ~ 09621232 n 0000 ~ 09621359 n 0000 ~ 09621545 n 0000 ~ 09622049 n 0000 ~ 09622302 n 0000 ~ 09622928 n 0000 ~ 09623038 n 0000 ~ 09624168 n 0000 ~ 09624980 n 0000 ~ 09625401 n 0000 ~ 09625789 n 0000 ~ 09626031 n 0000 ~ 09626238 n 0000 ~ 09626589 n 0000 ~ 09627017 n 0000 ~ 09627117 n 0000 ~ 09627462 n 0000 ~ 09628382 n 0000 ~ 09629246 n 0000 ~ 09629752 n 0000 ~ 09630641 n 0000 ~ 09631129 n 0000 ~ 09632274 n 0000 ~ 09632518 n 0000 ~ 09634494 n 0000 ~ 09636106 n 0000 ~ 09636339 n 0000 ~ 09638875 n 0000 ~ 09644820 n 0000 ~ 09676884 n 0000 ~ 09679170 n 0000 ~ 09681351 n 0000 ~ 09752246 n 0000 ~ 09752381 n 0000 ~ 09752519 n 0000 ~ 09752657 n 0000 ~ 09752795 n 0000 ~ 09752927 n 0000 ~ 09753065 n 0000 ~ 09753204 n 0000 ~ 09753348 n 0000 ~ 09753498 n 0000 ~ 09753642 n 0000 ~ 09753792 n 0000 ~ 09754051 n 0000 ~ 09754541 n 0000 ~ 09756961 n 0000 ~ 09757944 n 0000 ~ 09762821 n 0000 ~ 09763784 n 0000 ~ 09764201 n 0000 ~ 09764900 n 0000 ~ 09767197 n 0000 ~ 09769636 n 0000 ~ 09771664 n 0000 ~ 09772330 n 0000 ~ 09773245 n 0000 ~ 09774167 n 0000 ~ 09774783 n 0000 ~ 09776261 n 0000 ~ 09779124 n 0000 ~ 09786585 n 0000 ~ 09793141 n 0000 ~ 09796809 n 0000 ~ 09796974 n 0000 ~ 09801102 n 0000 ~ 09802445 n 0000 ~ 09804230 n 0000 ~ 09810364 n 0000 ~ 09815076 n 0000 ~ 09817536 n 0000 ~ 09824609 n 0000 ~ 09825413 n 0000 ~ 09828403 n 0000 ~ 09828600 n 0000 ~ 09831856 n 0000 ~ 09831962 n 0000 ~ 09833896 n 0000 ~ 09833997 n 0000 ~ 09836160 n 0000 ~ 09843602 n 0000 ~ 09845401 n 0000 ~ 09846265 n 0000 ~ 09850457 n 0000 ~ 09851165 n 0000 ~ 09856671 n 0000 ~ 09857852 n 0000 ~ 09860415 n 0000 ~ 09860506 n 0000 ~ 09861287 n 0000 ~ 09862845 n 0000 ~ 09864536 n 0000 ~ 09877856 n 0000 ~ 09883452 n 0000 ~ 09890749 n 0000 ~ 09898892 n 0000 ~ 09899289 n 0000 ~ 09902954 n 0000 ~ 09903936 n 0000 ~ 09906449 n 0000 ~ 09910374 n 0000 ~ 09918554 n 0000 ~ 09921673 n 0000 ~ 09930464 n 0000 ~ 09931267 n 0000 ~ 09936620 n 0000 ~ 09939313 n 0000 ~ 09947127 n 0000 ~ 09950457 n 0000 ~ 09951274 n 0000 ~ 09960315 n 0000 ~ 09962414 n 0000 ~ 09964411 n 0000 ~ 09969491 n 0000 ~ 09970088 n 0000 ~ 09976119 n 0000 ~ 09976429 n 0000 ~ 09976728 n 0000 ~ 09978889 n 0000 ~ 09990415 n 0000 ~ 09994943 n 0000 ~ 09996481 n 0000 ~ 09997212 n 0000 ~ 09997622 n 0000 ~ 10000007 n 0000 ~ 10000616 n 0000 ~ 10001058 n 0000 ~ 10001647 n 0000 ~ 10012377 n 0000 ~ 10012815 n 0000 ~ 10016954 n 0000 ~ 10018021 n 0000 ~ 10019888 n 0000 ~ 10024362 n 0000 ~ 10027246 n 0000 ~ 10033225 n 0000 ~ 10033663 n 0000 ~ 10036266 n 0000 ~ 10040617 n 0000 ~ 10044682 n 0000 ~ 10046527 n 0000 ~ 10050712 n 0000 ~ 10052843 n 0000 ~ 10055730 n 0000 ~ 10058411 n 0000 ~ 10059162 n 0000 ~ 10065547 n 0000 ~ 10072708 n 0000 ~ 10074841 n 0000 ~ 10075899 n 0000 ~ 10076778 n 0000 ~ 10080337 n 0000 ~ 10086074 n 0000 ~ 10093396 n 0000 ~ 10099375 n 0000 ~ 10109662 n 0000 ~ 10112591 n 0000 ~ 10115082 n 0000 ~ 10117511 n 0000 ~ 10117739 n 0000 ~ 10118844 n 0000 ~ 10122128 n 0000 ~ 10122300 n 0000 ~ 10138369 n 0000 ~ 10138767 n 0000 ~ 10143725 n 0000 ~ 10146927 n 0000 ~ 10147262 n 0000 ~ 10147619 n 0000 ~ 10149436 n 0000 ~ 10150794 n 0000 ~ 10158756 n 0000 ~ 10162194 n 0000 ~ 10173895 n 0000 ~ 10182913 n 0000 ~ 10183157 n 0000 ~ 10184946 n 0000 ~ 10185148 n 0000 ~ 10190745 n 0000 ~ 10191001 n 0000 ~ 10199783 n 0000 ~ 10209888 n 0000 ~ 10212780 n 0000 ~ 10213429 n 0000 ~ 10219879 n 0000 ~ 10221656 n 0000 ~ 10226993 n 0000 ~ 10227266 n 0000 ~ 10231087 n 0000 ~ 10235549 n 0000 ~ 10236842 n 0000 ~ 10238272 n 0000 ~ 10239761 n 0000 ~ 10240082 n 0000 ~ 10247044 n 0000 ~ 10247880 n 0000 ~ 10248876 n 0000 ~ 10251779 n 0000 ~ 10253122 n 0000 ~ 10260706 n 0000 ~ 10262183 n 0000 ~ 10264219 n 0000 ~ 10266328 n 0000 ~ 10268299 n 0000 ~ 10270878 n 0000 ~ 10271525 n 0000 ~ 10278666 n 0000 ~ 10282920 n 0000 ~ 10284965 n 0000 ~ 10289039 n 0000 ~ 10291110 n 0000 ~ 10291730 n 0000 ~ 10295819 n 0000 ~ 10299700 n 0000 ~ 10304383 n 0000 ~ 10308066 n 0000 ~ 10310903 n 0000 ~ 10311823 n 0000 ~ 10314182 n 0000 ~ 10321754 n 0000 ~ 10322546 n 0000 ~ 10323999 n 0000 ~ 10326551 n 0000 ~ 10328941 n 0000 ~ 10333165 n 0000 ~ 10335563 n 0000 ~ 10341955 n 0000 ~ 10344774 n 0000 ~ 10344922 n 0000 ~ 10351625 n 0000 ~ 10352299 n 0000 ~ 10355142 n 0000 ~ 10361060 n 0000 ~ 10361296 n 0000 ~ 10361390 n 0000 ~ 10361525 n 0000 ~ 10362003 n 0000 ~ 10362319 n 0000 ~ 10365399 n 0000 ~ 10367409 n 0000 ~ 10370381 n 0000 ~ 10380126 n 0000 ~ 10384496 n 0000 ~ 10385707 n 0000 ~ 10386071 n 0000 ~ 10386515 n 0000 ~ 10386618 n 0000 ~ 10389398 n 0000 ~ 10395390 n 0000 ~ 10396462 n 0000 ~ 10399299 n 0000 ~ 10402417 n 0000 ~ 10402824 n 0000 ~ 10404550 n 0000 ~ 10417682 n 0000 ~ 10418101 n 0000 ~ 10418735 n 0000 ~ 10425946 n 0000 ~ 10431625 n 0000 ~ 10435716 n 0000 ~ 10438172 n 0000 ~ 10440580 n 0000 ~ 10457777 n 0000 ~ 10461169 n 0000 ~ 10466918 n 0000 ~ 10484739 n 0000 ~ 10490965 n 0000 ~ 10495167 n 0000 ~ 10495975 n 0000 ~ 10498699 n 0000 ~ 10502046 n 0000 ~ 10503452 n 0000 ~ 10509605 n 0000 ~ 10512982 n 0000 ~ 10513823 n 0000 ~ 10516692 n 0000 ~ 10518349 n 0000 ~ 10521470 n 0000 ~ 10522759 n 0000 ~ 10524973 n 0000 ~ 10525134 n 0000 ~ 10526534 n 0000 ~ 10529231 n 0000 ~ 10530959 n 0000 ~ 10532576 n 0000 ~ 10538154 n 0000 ~ 10540656 n 0000 ~ 10541229 n 0000 ~ 10543795 n 0000 ~ 10560637 n 0000 ~ 10563711 n 0000 ~ 10569179 n 0000 ~ 10575594 n 0000 ~ 10575787 n 0000 ~ 10576223 n 0000 ~ 10579676 n 0000 ~ 10584853 n 0000 ~ 10585077 n 0000 ~ 10585976 n 0000 ~ 10594043 n 0000 ~ 10597234 n 0000 ~ 10599354 n 0000 ~ 10604180 n 0000 ~ 10605088 n 0000 ~ 10609325 n 0000 ~ 10609686 n 0000 ~ 10611541 n 0000 ~ 10612803 n 0000 ~ 10613505 n 0000 ~ 10614225 n 0000 ~ 10614363 n 0000 ~ 10616578 n 0000 ~ 10616670 n 0000 ~ 10616779 n 0000 ~ 10617904 n 0000 ~ 10618007 n 0000 ~ 10619492 n 0000 ~ 10626722 n 0000 ~ 10627349 n 0000 ~ 10635788 n 0000 ~ 10636874 n 0000 ~ 10639047 n 0000 ~ 10640968 n 0000 ~ 10641551 n 0000 ~ 10643727 n 0000 ~ 10656223 n 0000 ~ 10656488 n 0000 ~ 10659762 n 0000 ~ 10661216 n 0000 ~ 10665302 n 0000 ~ 10668666 n 0000 ~ 10676682 n 0000 ~ 10679998 n 0000 ~ 10680910 n 0000 ~ 10681060 n 0000 ~ 10681383 n 0000 ~ 10688811 n 0000 ~ 10688975 n 0000 ~ 10691600 n 0000 ~ 10699752 n 0000 ~ 10702167 n 0000 ~ 10702615 n 0000 ~ 10703336 n 0000 ~ 10708797 n 0000 ~ 10709256 n 0000 ~ 10709529 n 0000 ~ 10710632 n 0000 ~ 10717461 n 0000 ~ 10717589 n 0000 ~ 10724372 n 0000 ~ 10725734 n 0000 ~ 10726031 n 0000 ~ 10728998 n 0000 ~ 10733350 n 0000 ~ 10735564 n 0000 ~ 10737431 n 0000 ~ 10741590 n 0000 ~ 10746346 n 0000 ~ 10752480 n 0000 ~ 10753061 n 0000 ~ 10756641 n 0000 ~ 10757625 n 0000 ~ 10763725 n 0000 ~ 10763878 n 0000 ~ 10764296 n 0000 ~ 10766025 n 0000 ~ 10767020 n 0000 ~ 10768585 n 0000 ~ 10769782 n 0000 ~ 10771636 n 0000 ~ 10771990 n 0000 ~ 10781236 n 0000 ~ 10783539 n 0000 ~ 10785695 n 0000 ~ 10786517 n 0000 ~ 10791890 n 0000 ~ 10803193 n 0000,NA,a human being; "there was too much for one person to do"  
122,noun,00015388,03,unique beginner for nouns,n,Noun,6,animal 0 animate_being 0 beast 0 brute 0 creature 0 fauna 0,92,@ 00004475 n 0000 #m 01313093 n 0000 + 01617192 v 0502 + 01263445 a 0301 + 01263445 a 0302 + 01680756 v 0101 + 01680756 v 0102 -c 00057992 a 0000 -c 00147052 a 0000 -c 00160288 a 0000 -c 00214461 a 0000 -c 00313701 a 0000 -c 00314639 a 0000 -c 00315254 a 0000 -c 00315383 a 0000 -c 01427010 a 0000 -c 01488616 a 0000 -c 01904698 a 0000 -c 01958898 a 0000 -c 01959111 a 0000 -c 02252634 a 0000 -c 02252877 a 0000 -c 00227595 n 0000 -c 00320284 n 0000 ~ 01314388 n 0000 ~ 01314663 n 0000 ~ 01314781 n 0000 ~ 01314910 n 0000 ~ 01315213 n 0000 ~ 01315330 n 0000 ~ 01315581 n 0000 ~ 01315805 n 0000 ~ 01316288 n 0000 ~ 01316422 n 0000 ~ 01316949 n 0000 ~ 01317541 n 0000 ~ 01317916 n 0000 ~ 01318478 n 0000 ~ 01318660 n 0000 ~ 01318894 n 0000 ~ 01319001 n 0000 ~ 01319187 n 0000 ~ 01319467 n 0000 ~ 01320872 n 0000 ~ 01321230 n 0000 ~ 01321456 n 0000 ~ 01321579 n 0000 ~ 01323599 n 0000 ~ 01323781 n 0000 ~ 01324142 n 0000 ~ 01324305 n 0000 ~ 01324610 n 0000 ~ 01324799 n 0000 ~ 01324916 n 0000 ~ 01325060 n 0000 -c 01326291 n 0000 -c 01375204 n 0000 ~ 01384164 n 0000 ~ 01458842 n 0000 ~ 01466257 n 0000 ~ 01905661 n 0000 ~ 01908958 n 0000 ~ 02075612 n 0000 ~ 02152740 n 0000 ~ 02152881 n 0000 ~ 02152991 n 0000 ~ 02157206 n 0000 ~ 02157285 n 0000 ~ 02311060 n 0000 ~ 02384858 n 0000 ~ 02451575 n 0000 -c 04474466 n 0000 -c 04828925 n 0000 -c 05216365 n 0000 %s 05267548 n 0000 %p 05538625 n 0000 -c 05551318 n 0000 %p 05601198 n 0000 -c 05658826 n 0000 -c 07560903 n 0000 -c 09469285 n 0000 ~ 09893502 n 0000 ~ 10300303 n 0000 -c 10603959 n 0000 -c 10648033 n 0000 -c 13895852 n 0000 -c 14224547 n 0000 -c 00197423 v 0000 -c 00301856 v 0000 -c 00302130 v 0000 -c 01169589 v 0000 -c 01576478 v 0000,NA,a living organism characterized by voluntary movement  
123,noun,00017222,03,unique beginner for nouns,n,Noun,3,plant 0 flora 0 plant_life 0,92,@ 00004475 n 0000 #m 11529603 n 0000 ;c 06066555 n 0000 + 02847619 a 0201 + 02833235 a 0101 + 11531090 n 0101 + 01567275 v 0101 -c 00026706 a 0000 -c 00027074 a 0000 -c 00113476 a 0000 -c 00113663 a 0000 -c 00210079 a 0000 -c 00213814 a 0000 -c 00214461 a 0000 -c 00214907 a 0000 -c 00313387 a 0000 -c 00314927 a 0000 -c 00315383 a 0000 -c 00405554 a 0000 -c 00707206 a 0000 -c 00753786 a 0000 -c 00753922 a 0000 -c 00913551 a 0000 -c 00914104 a 0000 -c 01029399 a 0000 -c 01029563 a 0000 -c 01029710 a 0000 -c 01029873 a 0000 -c 01426749 a 0000 -c 01865640 a 0000 -c 02039491 a 0000 -c 02253389 a 0000 -c 02253536 a 0000 -c 02253655 a 0000 -c 02253817 a 0000 -c 02386002 a 0000 -c 02524192 a 0000 -c 02524688 a 0000 -c 00700421 n 0000 -c 01326291 n 0000 ~ 01383896 n 0000 -c 01384687 n 0000 -c 03060074 n 0000 -c 05055503 n 0000 -c 07312221 n 0000 -c 08436759 n 0000 %p 09305358 n 0000 ~ 11530008 n 0000 ~ 11530512 n 0000 ~ 11530715 n 0000 ~ 11530860 n 0000 ~ 11530990 n 0000 ~ 11531090 n 0000 ~ 11531193 n 0000 ~ 11536087 n 0000 ~ 11536230 n 0000 ~ 11536369 n 0000 ~ 11536567 n 0000 ~ 11536673 n 0000 ~ 11552133 n 0000 ~ 11552806 n 0000 ~ 11552976 n 0000 ~ 11553240 n 0000 ~ 11553419 n 0000 ~ 11553522 n 0000 ~ 11553634 n 0000 ~ 11686503 n 0000 ~ 11686780 n 0000 ~ 11686912 n 0000 ~ 11687071 n 0000 ~ 13083023 n 0000 ~ 13083306 n 0000 ~ 13083586 n 0000 %p 13086908 n 0000 ~ 13100156 n 0000 ~ 13122985 n 0000 ~ 13123681 n 0000 ~ 13124654 n 0000 -c 13155899 n 0000 ~ 13179056 n 0000 -c 13521616 n 0000 -c 13534608 n 0000 -c 13537429 n 0000 -c 14215908 n 0000 -c 14979730 n 0000 -c 15068436 n 0000 -c 00055871 v 0000 -c 00134136 v 0000 -c 00259560 v 0000 -c 00302464 v 0000 -c 00396325 v 0000 -c 01608122 v 0000,NA,(botany) a living organism lacking the power of locomotion  
124,noun,00019046,03,unique beginner for nouns,n,Noun,1,native 0,1,@ 00004475 n 0000,NA,indigenous plants and animals  
125,noun,00019128,03,unique beginner for nouns,n,Noun,1,natural_object 0,22,@ 00003553 n 0000 ! 00021939 n 0101 ~ 02312744 n 0000 ~ 05216365 n 0000 ~ 05217859 n 0000 ~ 09208496 n 0000 ~ 09222406 n 0000 ~ 09224911 n 0000 ~ 09236766 n 0000 ~ 09239740 n 0000 ~ 09252586 n 0000 ~ 09252970 n 0000 ~ 09257949 n 0000 ~ 09277686 n 0000 ~ 09349797 n 0000 ~ 09369169 n 0000 ~ 09403211 n 0000 ~ 09416076 n 0000 ~ 09421425 n 0000 ~ 09454412 n 0000 ~ 09466280 n 0000 ~ 13086908 n 0000,NA,an object occurring naturally; not made by man  
126,noun,00019613,03,unique beginner for nouns,n,Noun,1,substance 0,19,@ 00020827 n 0000 @ 13809207 n 0000 + 00625393 a 0101 ~ 05263850 n 0000 ~ 05432736 n 0000 ~ 14580752 n 0000 ~ 14580897 n 0000 ~ 14583228 n 0000 ~ 14586258 n 0000 ~ 14619225 n 0000 ~ 14622893 n 0000 ~ 14723079 n 0000 ~ 14738892 n 0000 ~ 14840755 n 0000 ~ 14899152 n 0000 ~ 14899530 n 0000 ~ 14939900 n 0000 ~ 15093735 n 0000 ~ 15110096 n 0000,NA,the real physical matter of which a person or thing consists; "DNA is the substance of our genes"  
127,noun,00020090,03,unique beginner for nouns,n,Noun,1,substance 1,32,@ 00020827 n 0000 ~ 00021265 n 0000 ~ 00021734 n 0000 ~ 14582870 n 0000 ~ 14584260 n 0000 ~ 14584390 n 0000 ~ 14584502 n 0000 ~ 14584658 n 0000 ~ 14590975 n 0000 ~ 14616939 n 0000 ~ 14691822 n 0000 ~ 14710024 n 0000 ~ 14724436 n 0000 ~ 14738752 n 0000 ~ 14778436 n 0000 ~ 14793812 n 0000 ~ 14834714 n 0000 ~ 14873056 n 0000 ~ 14875077 n 0000 ~ 14890659 n 0000 ~ 14908683 n 0000 ~ 14919272 n 0000 ~ 14925198 n 0000 ~ 14934031 n 0000 ~ 15003797 n 0000 ~ 15029646 n 0000 ~ 15032376 n 0000 ~ 15032661 n 0000 ~ 15037339 n 0000 ~ 15110307 n 0000 ~ 15110796 n 0000 ~ 15112086 n 0000,NA,a particular kind or species of matter with uniform properties; "shigella is one of the most toxic substances known to man"  
128,noun,00020827,03,unique beginner for nouns,n,Noun,1,matter 0,16,@ 00001930 n 0000 ~ 00019613 n 0000 ~ 00020090 n 0000 ~ 09428967 n 0000 ~ 14582025 n 0000 ~ 14582220 n 0000 ~ 14582535 n 0000 ~ 14583573 n 0000 ~ 14939445 n 0000 ~ 14956661 n 0000 ~ 14981183 n 0000 ~ 15004501 n 0000 ~ 15046900 n 0000 ~ 15047849 n 0000 ~ 15109745 n 0000 ~ 15110956 n 0000,NA,that which has mass and occupies space; "physicists study both the nature of matter and the forces which govern it"  
129,noun,00004258,03,unique beginner for nouns,n,Noun,2,living_thing 0 animate_thing 0,7,@ 00003553 n 0000 -c 01646941 a 0000 ~ 00004475 n 0000 ~ 00006269 n 0000 ~ 00006400 n 0000 ~ 00006484 n 0000 -c 05056234 n 0000,NA,a living (or once living) entity  
130,noun,07993776,14,nouns denoting groupings of people or objects,n,Noun,1,wildlife 0,1,@ 00006269 n 0000,NA,all living things (except people) that are undomesticated; "chemicals could kill all the wildlife"
